@T,table
Created,2019-01-10 16:50
Author,HortonMachine library
@H,timestamp,value_8
ID,,8
Type,Date,Double
Format,yyyy-MM-dd HH:mm,
,2014-04-23 17:00,6526966.221941173
,2014-04-23 18:00,6527135.846908763
,2014-04-23 19:00,6527402.473692805
,2014-04-23 20:00,6527721.762767002
,2014-04-23 21:00,6528068.287714198
,2014-04-23 22:00,6528410.5410499275
,2014-04-23 23:00,6528735.531875476
,2014-04-24 00:00,6529040.026445925
,2014-04-24 01:00,6529331.175125346
,2014-04-24 02:00,6529605.851051271
,2014-04-24 03:00,6529860.322941765
,2014-04-24 04:00,6530089.8919053525
,2014-04-24 05:00,6530297.413755268
,2014-04-24 06:00,6530480.447419152
,2014-04-24 07:00,6530639.220414445
,2014-04-24 08:00,6530774.899560824
,2014-04-24 09:00,6530888.877493516
,2014-04-24 10:00,6530982.484196633
,2014-04-24 11:00,6531056.999367073
,2014-04-24 12:00,6531113.63144882
,2014-04-24 13:00,6531154.03583017
,2014-04-24 14:00,6531178.914164007
,2014-04-24 15:00,6531189.122130066
,2014-04-24 16:00,6531185.549556553
,2014-04-24 17:00,6531169.060848698
,2014-04-24 18:00,6531142.532471105
,2014-04-24 19:00,6531151.23114568
,2014-04-24 20:00,6531212.010620818
,2014-04-24 21:00,6531316.984747887
,2014-04-24 22:00,6531440.558993518
,2014-04-24 23:00,6531557.962467343
,2014-04-25 00:00,6531659.809666783
,2014-04-25 01:00,6531743.355147541
,2014-04-25 02:00,6531808.325779617
,2014-04-25 03:00,6531856.109633282
,2014-04-25 04:00,6531888.074131563
,2014-04-25 05:00,6531905.500536263
,2014-04-25 06:00,6531909.236808807
,2014-04-25 07:00,6531899.190337524
,2014-04-25 08:00,6531876.381332919
,2014-04-25 09:00,6531841.3019325435
,2014-04-25 10:00,6531794.604096189
,2014-04-25 11:00,6531736.993209407
,2014-04-25 12:00,6531669.166925594
,2014-04-25 13:00,6531591.793336481
,2014-04-25 14:00,6531505.504814684
,2014-04-25 15:00,6531416.211156815
,2014-04-25 16:00,6531324.991427869
,2014-04-25 17:00,6531229.672684804
,2014-04-25 18:00,6531128.681915283
,2014-04-25 19:00,6531025.432733968
,2014-04-25 20:00,6530917.791688621
,2014-04-25 21:00,6530807.578670636
,2014-04-25 22:00,6530692.806150317
,2014-04-25 23:00,6530573.019852534
,2014-04-26 00:00,6530448.0632516295
,2014-04-26 01:00,6530317.929172218
,2014-04-26 02:00,6530182.937669173
,2014-04-26 03:00,6530043.355389401
,2014-04-26 04:00,6529899.493845463
,2014-04-26 05:00,6529752.434003577
,2014-04-26 06:00,6529601.937439948
,2014-04-26 07:00,6529448.718211025
,2014-04-26 08:00,6529293.467848301
,2014-04-26 09:00,6529174.495809078
,2014-04-26 10:00,6529123.996409297
,2014-04-26 11:00,6529277.433460444
,2014-04-26 12:00,6529631.475388169
,2014-04-26 13:00,6530092.354718357
,2014-04-26 14:00,6530579.942493409
,2014-04-26 15:00,6531048.607795775
,2014-04-26 16:00,6531491.4297674
,2014-04-26 17:00,6531895.471137956
,2014-04-26 18:00,6532261.966973335
,2014-04-26 19:00,6532597.972237647
,2014-04-26 20:00,6532960.2593110055
,2014-04-26 21:00,6533317.932434067
,2014-04-26 22:00,6533654.659444481
,2014-04-26 23:00,6533963.0116773695
,2014-04-27 00:00,6534242.2979750335
,2014-04-27 01:00,6534494.757436171
,2014-04-27 02:00,6534715.90256995
,2014-04-27 03:00,6534910.926412821
,2014-04-27 04:00,6535077.368082032
,2014-04-27 05:00,6535215.4846417755
,2014-04-27 06:00,6535330.8038609475
,2014-04-27 07:00,6535421.540596098
,2014-04-27 08:00,6535488.071749732
,2014-04-27 09:00,6535534.856389001
,2014-04-27 10:00,6535562.828406304
,2014-04-27 11:00,6535571.794713452
,2014-04-27 12:00,6535581.043388948
,2014-04-27 13:00,6535582.652420357
,2014-04-27 14:00,6535581.834245861
,2014-04-27 15:00,6535574.553996563
,2014-04-27 16:00,6535560.855950609
,2014-04-27 17:00,6535561.017339647
,2014-04-27 18:00,6535586.438292906
,2014-04-27 19:00,6535629.141535446
,2014-04-27 20:00,6535675.261236966
,2014-04-27 21:00,6535752.35598658
,2014-04-27 22:00,6535879.696958557
,2014-04-27 23:00,6536070.625114977
